Organism_name	Organism_groups	BioProject	Assembly	Size_in_Mb	GC_percent
Streptococcus_australis	Bacteria;Terrabacteria group;Firmicutes	PRJEB6403	GCA_900476055.1	2.16146	41.9
Streptococcus_cristatus_ATCC_51100	Bacteria;Terrabacteria group;Firmicutes	PRJEB6403	GCA_900475445.1	2.00035	42.6
Streptococcus_pseudopneumoniae_IS7493	Bacteria;Terrabacteria group;Firmicutes	PRJNA69547	GCA_000221985.1	2.19546	39.7968
Streptococcus_vestibularis	Bacteria;Terrabacteria group;Firmicutes	PRJEB6403	GCA_900636445.1	1.9503	39.6
Desulfobacca_acetoxidans_DSM_11109	Bacteria;Proteobacteria;delta/epsilon subdivisions	PRJNA51777	GCA_000195295.1	3.28254	52.9
Caldicellulosiruptor_kronotskyensis_2002	Bacteria;Terrabacteria group;Firmicutes	PRJNA52409	GCA_000166775.1	2.84379	35.1
Glutamicibacter_arilaitensis_Re117	Bacteria;Terrabacteria group;Actinobacteria	PRJEA50353	GCA_000197735.1	3.91819	59.2853
Treponema_brennaborense_DSM_12168	Bacteria;Spirochaetes;Spirochaetia	PRJNA53887	GCA_000212415.1	3.05558	51.5
Methylomonas_methanica_MC09	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA53917	GCA_000214665.1	5.05168	51.3
Peptoniphilus_harei	Bacteria;Terrabacteria group;Firmicutes	PRJEB6403	GCA_900638565.1	1.7391	34.4
Thermobacillus_composti_KWC4	Bacteria;Terrabacteria group;Firmicutes	PRJNA54035	GCA_000227705.3	4.35553	60.1445
Prevotella_dentalis_DSM_3688	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA56077	GCA_000242335.3	3.35021	55.86
Plautia_stali_symbiont	Bacteria;Proteobacteria;Gammaproteobacteria	PRJDA53367	GCA_000180175.2	4.09285	56.8841
Weissella_cibaria	Bacteria;Terrabacteria group;Firmicutes	PRJNA297257	GCA_001308145.2	2.57773	44.7462
Desulfallas_gibsoniae_DSM_7213	Bacteria;Terrabacteria group;Firmicutes	PRJNA59873	GCA_000233715.3	4.85553	45.5
Xanthomonas_vesicatoria_ATCC_35937	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA344031	GCA_001908725.1	5.3499	64.0899
Xanthomonas_perforans	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA344031	GCA_001908855.1	5.34642	64.6165
Anaerolinea_thermophila_UNI-1	Bacteria;Terrabacteria group;Chloroflexi	PRJNA60099	GCA_000199675.1	3.53238	53.8
Leuconostoc_gelidum_subsp._gasicomitatum_KG16-1	Bacteria;Terrabacteria group;Firmicutes	PRJEB11303	GCA_001536305.1	2.05073	36.8506
Paraburkholderia_rhizoxinica_HKI_454	Bacteria;Proteobacteria;Betaproteobacteria	PRJEA51915	GCA_000198775.1	3.75014	60.6963
Aeromonas_caviae	Bacteria;Proteobacteria;Gammaproteobacteria	PRJEB6403	GCA_900476005.1	4.58614	61.6
Sanguibacter_keddieii_DSM_10542	Bacteria;Terrabacteria group;Actinobacteria	PRJNA19711	GCA_000024925.1	4.25341	71.9
Gordonia_bronchialis_DSM_43247	Bacteria;Terrabacteria group;Actinobacteria	PRJNA29549	GCA_000024785.1	5.29001	67.0692
Haliangium_ochraceum_DSM_14365	Bacteria;Proteobacteria;delta/epsilon subdivisions	PRJNA28711	GCA_000024805.1	9.44631	69.5
Sulfurospirillum_deleyianum_DSM_6946	Bacteria;Proteobacteria;delta/epsilon subdivisions	PRJNA29529	GCA_000024885.1	2.30635	39
Streptobacillus_moniliformis_DSM_12112	Bacteria;Fusobacteria;Fusobacteriia	PRJNA29309	GCA_000024565.1	1.67328	26.2655
Sebaldella_termitidis_ATCC_33386	Bacteria;Fusobacteria;Fusobacteriia	PRJNA29539	GCA_000024405.1	4.48665	33.4235
Thermomonospora_curvata_DSM_43183	Bacteria;Terrabacteria group;Actinobacteria	PRJNA20825	GCA_000024385.1	5.63902	71.6
Xylanimonas_cellulosilytica_DSM_15894	Bacteria;Terrabacteria group;Actinobacteria	PRJNA19715	GCA_000024965.1	3.83138	72.4653
Sphaerobacter_thermophilus_DSM_20745	Bacteria;Terrabacteria group;Chloroflexi	PRJNA21087	GCA_000024985.1	3.99376	68.1
Thermobaculum_terrenum_ATCC_BAA-798	Bacteria;Terrabacteria group;unclassified Terrabacteria group	PRJNA29523	GCA_000025005.1	3.10158	53.5397
Streptosporangium_roseum_DSM_43021	Bacteria;Terrabacteria group;Actinobacteria	PRJNA21083	GCA_000024865.1	10.3695	70.8965
Kribbella_flavida_DSM_17836	Bacteria;Terrabacteria group;Actinobacteria	PRJNA21089	GCA_000024345.1	7.57949	70.6
Conexibacter_woesei_DSM_14684	Bacteria;Terrabacteria group;Actinobacteria	PRJNA20745	GCA_000025265.1	6.35937	72.7
Denitrovibrio_acetiphilus_DSM_12809	Bacteria;Deferribacteres;Deferribacteres	PRJNA29431	GCA_000025725.1	3.22208	42.5
Meiothermus_ruber_DSM_1279	Bacteria;Terrabacteria group;Deinococcus-Thermus	PRJNA28827	GCA_000024425.1	3.09746	63.4
Geodermatophilus_obscurus_DSM_43160	Bacteria;Terrabacteria group;Actinobacteria	PRJNA29547	GCA_000025345.1	5.3225	74
Stackebrandtia_nassauensis_DSM_44728	Bacteria;Terrabacteria group;Actinobacteria	PRJNA19713	GCA_000024545.1	6.84156	68.1
Planctopirus_limnophila_DSM_3776	Bacteria;PVC group;Planctomycetes	PRJNA29411	GCA_000092105.1	5.46009	53.7224
Brachyspira_murdochii_DSM_12563	Bacteria;Spirochaetes;Spirochaetia	PRJNA29543	GCA_000092845.1	3.2418	27.8
Cellulomonas_flavigena_DSM_20109	Bacteria;Terrabacteria group;Actinobacteria	PRJNA19707	GCA_000092865.1	4.12318	74.3
Tsukamurella_paurometabola_DSM_20162	Bacteria;Terrabacteria group;Actinobacteria	PRJNA29399	GCA_000092225.1	4.47972	68.3866
Thermobispora_bispora_DSM_43833	Bacteria;Terrabacteria group;Actinobacteria	PRJNA20737	GCA_000092645.1	4.18998	72.4
Nocardiopsis_dassonvillei_subsp._dassonvillei_DSM_43111	Bacteria;Terrabacteria group;Actinobacteria	PRJNA19709	GCA_000092985.1	6.54331	72.7052
Meiothermus_silvanus_DSM_9946	Bacteria;Terrabacteria group;Deinococcus-Thermus	PRJNA29551	GCA_000092125.1	3.72167	62.7494
Actinosynnema_mirum_DSM_43827	Bacteria;Terrabacteria group;Actinobacteria	PRJNA19705	GCA_000023245.1	8.24814	73.7
Cryptobacterium_curtum_DSM_15641	Bacteria;Terrabacteria group;Actinobacteria	PRJNA20739	GCA_000023845.1	1.6178	50.9
Beutenbergia_cavernae_DSM_12333	Bacteria;Terrabacteria group;Actinobacteria	PRJNA20827	GCA_000023105.1	4.66918	73.1
Dyadobacter_fermentans_DSM_18053	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA20829	GCA_000023125.1	6.96779	51.5
Slackia_heliotrinireducens_DSM_20476	Bacteria;Terrabacteria group;Actinobacteria	PRJNA20831	GCA_000023885.1	3.16504	60.2
Jonesia_denitrificans_DSM_20603	Bacteria;Terrabacteria group;Actinobacteria	PRJNA20833	GCA_000024065.1	2.74965	58.4
Saccharomonospora_viridis_DSM_43017	Bacteria;Terrabacteria group;Actinobacteria	PRJNA20835	GCA_000023865.1	4.30835	67.3
Kytococcus_sedentarius_DSM_20547	Bacteria;Terrabacteria group;Actinobacteria	PRJNA21067	GCA_000023925.1	2.78502	71.6
Catenulispora_acidiphila_DSM_44928	Bacteria;Terrabacteria group;Actinobacteria	PRJNA21085	GCA_000024025.1	10.4678	69.8
Desulfofarcimen_acetoxidans_DSM_771	Bacteria;Terrabacteria group;Firmicutes	PRJNA27947	GCA_000024205.1	4.54562	41.6
Desulfohalobium_retbaense_DSM_5692	Bacteria;Proteobacteria;delta/epsilon subdivisions	PRJNA29199	GCA_000024325.1	2.90957	57.2915
Kangiella_koreensis_DSM_16069	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA29443	GCA_000024085.1	2.85207	43.7
Leptotrichia_buccalis_C-1013-b	Bacteria;Fusobacteria;Fusobacteriia	PRJNA29445	GCA_000023905.1	2.46561	29.6
Acidimicrobium_ferrooxidans_DSM_10331	Bacteria;Terrabacteria group;Actinobacteria	PRJNA29525	GCA_000023265.1	2.15816	68.3
Desulfomicrobium_baculatum_DSM_4028	Bacteria;Proteobacteria;delta/epsilon subdivisions	PRJNA29527	GCA_000023225.1	3.94266	58.6
Nakamurella_multipartita_DSM_44233	Bacteria;Terrabacteria group;Actinobacteria	PRJNA29537	GCA_000024365.1	6.0603	70.9
Pedobacter_heparinus_DSM_2366	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA27949	GCA_000023825.1	5.16738	42
Chitinophaga_pinensis_DSM_2588	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA27951	GCA_000024005.1	9.12735	45.2
Desulfitobacterium_dehalogenans_ATCC_51507	Bacteria;Terrabacteria group;Firmicutes	PRJNA61181	GCA_000243155.3	4.32175	45
Lactobacillus_farciminis_KCTC_3681_=_DSM_20184	Bacteria;Terrabacteria group;Firmicutes	PRJNA348651	GCA_002706745.1	2.55184	36.4
Helicobacter_felis_ATCC_49179	Bacteria;Proteobacteria;delta/epsilon subdivisions	PRJEA61189	GCA_000200595.1	1.67268	44.5
Staphylococcus_pseudintermedius_HKU10-03	Bacteria;Terrabacteria group;Firmicutes	PRJNA61283	GCA_000185885.1	2.61738	37.5
Desulfitobacterium_metallireducens_DSM_15288	Bacteria;Terrabacteria group;Firmicutes	PRJNA61369	GCA_000231405.3	3.17607	41.9
Planococcus_donghaensis	Bacteria;Terrabacteria group;Firmicutes	PRJNA330591	GCA_001687665.2	3.31933	40.1252
Acidithiobacillus_ferrivorans_SS3	Bacteria;Proteobacteria;Acidithiobacillia	PRJNA61509	GCA_000214095.3	3.20755	56.6
Lactobacillus_fructivorans	Bacteria;Terrabacteria group;Firmicutes	PRJNA566308	GCA_009496955.1	1.38877	39
Desulfitobacterium_dichloroeliminans_LMG_P-21439	Bacteria;Terrabacteria group;Firmicutes	PRJNA61519	GCA_000243135.3	3.62445	44.2
Desulfosporosinus_acidiphilus_SJ4	Bacteria;Terrabacteria group;Firmicutes	PRJNA61821	GCA_000255115.3	4.99118	42.0694
Xanthomonas_gardneri	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA344031	GCA_001908775.1	5.62545	63.2927
Corynebacterium_ulcerans	Bacteria;Terrabacteria group;Actinobacteria	PRJEB6403	GCA_900187135.1	2.45376	53.3
Marichromatium_purpuratum_984	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA62513	GCA_000224005.3	3.77911	67.9
Bartonella_clarridgeiae_73	Bacteria;Proteobacteria;Alphaproteobacteria	PRJEA42109	GCA_000253015.1	1.52274	35.7
Verrucosispora_maris_AB-18-032	Bacteria;Terrabacteria group;Actinobacteria	PRJNA59863	GCA_000204155.1	6.73227	70.8948
Microbacterium_testaceum_StLB037	Bacteria;Terrabacteria group;Actinobacteria	PRJDA62249	GCA_000202635.1	3.98203	70.3
Chlamydia_pecorum_E58	Bacteria;PVC group;Chlamydiae	PRJNA62893	GCA_000204135.1	1.1062	41.1
Vibrio_rotiferianus	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA355548	GCA_002214395.1	5.27786	44.8521
Hoyosella_subflava_DQS3-9A1	Bacteria;Terrabacteria group;Actinobacteria	PRJNA63351	GCA_000214175.1	4.86349	62.1997
Terriglobus_roseus_DSM_18391	Bacteria;Acidobacteria;Acidobacteriia	PRJNA63509	GCA_000265425.1	5.22786	60.3
Polymorphum_gilvum_SL003B-26A1	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA63293	GCA_000192745.1	4.71896	67.1174
Acidiphilium_multivorum_AIU301	Bacteria;Proteobacteria;Alphaproteobacteria	PRJDA60101	GCA_000202835.1	4.21474	66.9853
Aeromonas_veronii_B565	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA63671	GCA_000204115.1	4.55178	58.7
Paenibacillus_mucilaginosus_3016	Bacteria;Terrabacteria group;Firmicutes	PRJNA77661	GCA_000250655.1	8.73905	58.3
Burkholderia_gladioli	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA238809	GCA_000959725.1	8.89946	67.6197
Echinicola_vietnamensis_DSM_17526	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA65035	GCA_000325705.1	5.60804	44.8
Pseudomonas_brassicacearum_subsp._brassicacearum_NFM421	Bacteria;Proteobacteria;Gammaproteobacteria	PRJEA63495	GCA_000194805.1	6.84325	60.8
Gallibacterium_anatis_UMN179	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA65483	GCA_000209675.1	2.69414	39.8896
Owenweeksia_hongkongensis_DSM_17368	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA65297	GCA_000236705.1	4.00006	40.2
Haemophilus_haemolyticus	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA428178	GCA_003352385.1	1.97306	38.5
Melissococcus_plutonius	Bacteria;Terrabacteria group;Firmicutes	PRJDB6526	GCA_009731445.1	2.07574	31.2117
Microlunatus_phosphovorus_NM-1	Bacteria;Terrabacteria group;Actinobacteria	PRJNA66879	GCA_000270245.1	5.68312	67.3
Rickettsia_heilongjiangensis_054	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA66907	GCA_000221205.1	1.27847	32.3
Corynebacterium_nuruki_S6-4	Bacteria;Terrabacteria group;Actinobacteria	PRJNA558581	GCA_007970465.1	3.17395	69.3
Lactobacillus_kefiranofaciens_ZW3	Bacteria;Terrabacteria group;Firmicutes	PRJNA66525	GCA_000214785.1	2.35409	37.3604
Mycoplasma_anatis	Bacteria;Terrabacteria group;Tenericutes	PRJEB6403	GCA_900660655.1	0.978241	26.7
Advenella_mimigardefordensis_DPN7	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA178261	GCA_000521505.1	4.76413	54.2574
Mycoplasma_columbinum	Bacteria;Terrabacteria group;Tenericutes	PRJEB6403	GCA_900660685.1	0.776661	27
Streptococcus_pasteurianus_ATCC_43144	Bacteria;Terrabacteria group;Firmicutes	PRJDA62519	GCA_000270165.1	2.10008	37.4
Haemophilus_pittmaniae	Bacteria;Proteobacteria;Gammaproteobacteria	PRJEB6403	GCA_900186995.1	2.18135	42.5
Mycobacterium_colombiense_CECT_3035	Bacteria;Terrabacteria group;Actinobacteria	PRJNA383253	GCA_002105755.1	5.58164	68.1
Brevibacillus_laterosporus_LMG_15441	Bacteria;Terrabacteria group;Firmicutes	PRJNA67803	GCA_000219535.3	5.15386	41.0942
Serinicoccus_marinus_DSM_15273	Bacteria;Terrabacteria group;Actinobacteria	PRJNA559772	GCA_008386315.1	3.42028	72.2
Brachyspira_intermedia_PWS/A	Bacteria;Spirochaetes;Spirochaetia	PRJNA68051	GCA_000223215.1	3.30805	27.1939
Weissella_koreensis_KACC_15510	Bacteria;Terrabacteria group;Firmicutes	PRJNA67979	GCA_000219805.1	1.44147	35.5158
Neisseria_weaveri	Bacteria;Proteobacteria;Betaproteobacteria	PRJEB6403	GCA_900638685.1	2.23848	49.1
Pantoea_agglomerans	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA335437	GCA_001709315.1	5.11524	55.0152
Cyclobacterium_marinum_DSM_745	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA51773	GCA_000222485.1	6.22127	38.1
Mycobacterium_canettii_CIPT_140010059	Bacteria;Terrabacteria group;Actinobacteria	PRJEA68135	GCA_000253375.1	4.48206	65.6
Paenibacillus_riograndensis_SBR5	Bacteria;Terrabacteria group;Firmicutes	PRJEB8797	GCA_000981585.1	7.91958	51
Borreliella_bissettii_DN127	Bacteria;Spirochaetes;Spirochaetia	PRJNA29363	GCA_000222305.1	1.40344	28.33
Vibrio_nigripulchritudo	Bacteria;Proteobacteria;Gammaproteobacteria	PRJEB625	GCA_000801275.1	6.32216	45.76
Gordonia_alkanivorans	Bacteria;Terrabacteria group;Actinobacteria	PRJNA434635	GCA_004011905.1	4.97966	67.4711
Acetobacter_tropicalis	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA397225	GCA_002549835.1	4.13966	55.6687
Desulfosporosinus_meridiei_DSM_13257	Bacteria;Terrabacteria group;Firmicutes	PRJNA62669	GCA_000231385.3	4.87357	41.8
Fervidobacterium_pennivorans_DSM_9078	Bacteria;Thermotogae;Thermotogae	PRJNA60139	GCA_000235405.3	2.16638	38.9
Nitrospirillum_amazonense_CBAmc	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA232577	GCA_000730165.2	7.38239	67.4958
Burkholderia_cepacia_ATCC_25416	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA298860	GCA_001411495.1	8.60595	66.5956
Tetragenococcus_halophilus_NBRC_12172	Bacteria;Terrabacteria group;Firmicutes	PRJNA41613	GCA_000283615.1	2.56272	36
Mycoplasma_yeatsii_GM274B	Bacteria;Terrabacteria group;Tenericutes	PRJNA46457	GCA_000875755.1	0.895051	25.7
Enterococcus_hirae_ATCC_9790	Bacteria;Terrabacteria group;Firmicutes	PRJNA49385	GCA_000271405.2	2.85644	36.8638
Bacillus_methanolicus_MGA3	Bacteria;Terrabacteria group;Firmicutes	PRJNA246479	GCA_000724485.1	3.42521	38.6304
Ornithobacterium_rhinotracheale_DSM_15997	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA50745	GCA_000265465.1	2.39918	37.2
Hafnia_alvei_FB1	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA236111	GCA_000597785.2	4.71272	49
Selenomonas_ruminantium_subsp._lactilytica_TAM6421	Bacteria;Terrabacteria group;Firmicutes	PRJNA60235	GCA_000284095.1	3.63193	50.1648
Streptomyces_venezuelae_ATCC_10712	Bacteria;Terrabacteria group;Actinobacteria	PRJNA454547	GCA_008639165.1	8.2235	72.5
Lactobacillus_pentosus	Bacteria;Terrabacteria group;Firmicutes	PRJNA494616	GCA_003641185.1	3.67137	46.3275
Lactobacillus_acidipiscis	Bacteria;Terrabacteria group;Firmicutes	PRJEB17511	GCA_900116935.1	2.60742	39.8
Rhodococcus_aetherivorans	Bacteria;Terrabacteria group;Actinobacteria	PRJNA281168	GCA_000982715.1	5.92275	70.6
Lactobacillus_curvatus_JCM_1096_=_DSM_20019	Bacteria;Terrabacteria group;Firmicutes	PRJNA397497	GCA_004101845.1	1.91652	41.9856
Staphylococcus_sciuri_subsp._sciuri	Bacteria;Terrabacteria group;Firmicutes	PRJEB6403	GCA_900474615.1	2.81186	32.7
Proteus_vulgaris	Bacteria;Proteobacteria;Gammaproteobacteria	PRJEB6403	GCA_901472505.1	3.92477	38
Tatumella_citrea	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA319878	GCA_002163585.1	4.49125	49.6856
Leptospirillum_ferrooxidans_C2-3	Bacteria;Nitrospirae;Nitrospira	PRJDB73	GCA_000284315.1	2.55954	50
Agrobacterium_rhizogenes	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA373797	GCA_002005205.3	5.48224	59.6945
Acetomicrobium_mobile_DSM_13181	Bacteria;Synergistetes;Synergistia	PRJNA53351	GCA_000266925.1	2.1607	48
Solitalea_canadensis_DSM_3403	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA60421	GCA_000242635.3	5.20207	37.3
Saprospira_grandis_str._Lewin	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA67697	GCA_000250635.1	4.40018	46.4012
Niabella_soli_DSM_19437	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA61269	GCA_000243115.3	4.69734	45.2
Deinococcus_peraridilitoris_DSM_19664	Bacteria;Terrabacteria group;Deinococcus-Thermus	PRJNA61295	GCA_000317835.1	4.51371	63.71
Micavibrio_aeruginosavorus_ARL-13	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA49751	GCA_000226315.1	2.48198	54.7
Chloracidobacterium_thermophilum_B	Bacteria;Acidobacteria;Blastocatellia	PRJNA62457	GCA_000226295.1	3.69537	61.3452
Flavobacterium_branchiophilum_FL-15	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA67123	GCA_000253275.1	3.56329	32.9006
Singulisphaera_acidiphila_DSM_18658	Bacteria;PVC group;Planctomycetes	PRJNA52461	GCA_000242455.3	9.75569	62.2672
Pediococcus_damnosus	Bacteria;Terrabacteria group;Firmicutes	PRJNA290141	GCA_001611135.1	2.50947	38.6043
Glaciecola_nitratireducens_FR1064	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA73073	GCA_000226565.1	4.13423	42.3
Taylorella_asinigenitalis_MCE3	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA66041	GCA_000226625.1	1.63856	38.3
Streptomyces_chartreusis	Bacteria;Terrabacteria group;Actinobacteria	PRJNA412292	GCA_008704715.1	9.9121	71
Morganella_morganii_subsp._morganii_KT	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA78681	GCA_000286435.2	3.79954	51.1
Cutibacterium_avidum_44067	Bacteria;Terrabacteria group;Actinobacteria	PRJNA157751	GCA_000367205.1	2.52614	63.5
Mycoplasma_iowae_695	Bacteria;Terrabacteria group;Tenericutes	PRJNA503681	GCA_009883755.1	1.31548	24.6
Komagataeibacter_europaeus	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA386757	GCA_002173515.1	3.79791	61.7094
Komagataeibacter_oboediens	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA562619	GCA_009671185.1	2.64235	62.9
Thiomicrospira_aerophila_AL3	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA52553	GCA_000227665.3	2.15836	45.9
Thiocystis_violascens_DSM_198	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA60641	GCA_000227745.3	5.01707	62.6
Dickeya_chrysanthemi_Ech1591	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA31295	GCA_000023565.1	4.81385	54.5
Prevotella_intermedia_ATCC_25611_=_DSM_20706	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA313956	GCA_001953955.1	2.67417	43.4621
Tannerella_forsythia_92A2	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA319	GCA_000238215.1	3.40552	47
Clostridium_pasteurianum_DSM_525_=_ATCC_6013	Bacteria;Terrabacteria group;Firmicutes	PRJNA258199	GCA_000807255.1	4.3521	29.9
Streptomyces_ambofaciens_ATCC_23877	Bacteria;Terrabacteria group;Actinobacteria	PRJNA93	GCA_001267885.1	8.3936	72.168
Thermodesulfobacterium_commune_DSM_2178	Bacteria;Thermodesulfobacteria;Thermodesulfobacteria	PRJNA12531	GCA_000734015.1	1.76405	37
Wolbachia_endosymbiont_of_Onchocerca_volvulus_str._Cameroon	Bacteria;Proteobacteria;Alphaproteobacteria	PRJEB4840	GCA_000530755.1	0.960618	32.1
Azospirillum_brasilense	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA293508	GCA_001315015.1	6.58753	68.3137
Mycoplasma_orale	Bacteria;Terrabacteria group;Tenericutes	PRJEB6403	GCA_900660435.1	0.806218	25.2918
Legionella_hackeliae	Bacteria;Proteobacteria;Gammaproteobacteria	PRJEB7321	GCA_000953655.1	3.57086	38.9454
Rhizobium_tropici_CIAT_899	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA42391	GCA_000330885.1	6.68633	59.5131
Vibrio_campbellii_ATCC_BAA-1116	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA19857	GCA_000017705.1	6.05838	45.4023
Maize_bushy_stunt_phytoplasma	Bacteria;Terrabacteria group;Tenericutes	PRJNA317711	GCA_001712875.1	0.576118	28.5
Thermochromatium_tepidum_ATCC_43061	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA531910	GCA_009664085.1	2.95829	63.4
Streptomyces_peucetius_subsp._caesius_ATCC_27952	Bacteria;Terrabacteria group;Actinobacteria	PRJNA394648	GCA_002777535.1	8.02311	70.6
Mycobacteroides_chelonae_CCUG_47445	Bacteria;Terrabacteria group;Actinobacteria	PRJNA237578	GCA_001632805.1	5.02982	63.9
Rickettsia_slovaca_13-B	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA15712	GCA_000237845.1	1.27509	32.5
Staphylococcus_xylosus	Bacteria;Terrabacteria group;Firmicutes	PRJNA241308	GCA_000709415.1	2.75756	32.9
Bacillus_lentus	Bacteria;Terrabacteria group;Firmicutes	PRJEB6403	GCA_900478165.1	4.38437	36.7
Streptococcus_canis	Bacteria;Terrabacteria group;Firmicutes	PRJEB6403	GCA_900636575.1	2.08474	39.9
Acidaminococcus_intestini_RyC-MR95	Bacteria;Terrabacteria group;Firmicutes	PRJNA32215	GCA_000230275.1	2.48777	50
Spiroplasma_melliferum	Bacteria;Terrabacteria group;Tenericutes	PRJNA435428	GCA_005222125.1	1.41237	27.0611
Nonlabens_dokdonensis_DSW-6	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA33015	GCA_000332115.1	3.91463	35.3
Thermovirga_lienii_DSM_17291	Bacteria;Synergistetes;Synergistia	PRJNA33163	GCA_000233775.1	1.99965	47.1032
Shimwellia_blattae_DSM_4481_=_NBRC_105725	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA36307	GCA_000262305.1	4.15872	56.5
Aerococcus_christensenii	Bacteria;Terrabacteria group;Firmicutes	PRJNA308559	GCA_001543105.1	1.63492	39.2
Azospira_oryzae_PS	Bacteria;Proteobacteria;Betaproteobacteria	PRJNA37693	GCA_000236665.1	3.80698	65.4
Rubrobacter_radiotolerans	Bacteria;Terrabacteria group;Actinobacteria	PRJNA241417	GCA_000661895.1	3.26723	66.7537
Chroococcidiopsis_thermalis_PCC_7203	Bacteria;Terrabacteria group;Cyanobacteria/Melainabacteria group	PRJNA38119	GCA_000317125.1	6.6894	44.4387
Desulfobacula_toluolica_Tol2	Bacteria;Proteobacteria;delta/epsilon subdivisions	PRJEA38433	GCA_000307105.1	5.19791	41.4
Rickettsia_japonica_YH	Bacteria;Proteobacteria;Alphaproteobacteria	PRJDA38487	GCA_000283595.1	1.28309	32.4
Anaerostipes_hadrus	Bacteria;Terrabacteria group;Firmicutes	PRJNA244280	GCA_001998765.1	3.17261	37.3
Flavonifractor_plautii	Bacteria;Terrabacteria group;Firmicutes	PRJNA317592	GCA_001688625.2	3.81848	60.9
Alistipes_finegoldii_DSM_17242	Bacteria;FCB group;Bacteroidetes/Chlorobi group	PRJNA40775	GCA_000265365.1	3.73424	56.6
Actinomyces_israelii	Bacteria;Terrabacteria group;Actinobacteria	PRJEB6403	GCA_900637225.1	2.573	64.1
Bacillus_simplex	Bacteria;Terrabacteria group;Firmicutes	PRJNA276291	GCA_001578185.1	5.52172	39.7883
Methylobacterium_oryzae_CBMB20	Bacteria;Proteobacteria;Alphaproteobacteria	PRJNA41901	GCA_000757795.1	6.28663	69.8
Actinobacillus_suis_ATCC_33415	Bacteria;Proteobacteria;Gammaproteobacteria	PRJNA46463	GCA_000739435.1	2.5016	40.2
Amphibacillus_xylanus_NBRC_15112	Bacteria;Terrabacteria group;Firmicutes	PRJNA42371	GCA_000307165.1	2.56949	35.7
Streptococcus_ratti	Bacteria;Terrabacteria group;Firmicutes	PRJNA562290	GCA_008803015.1	2.09694	40.9
Pediococcus_claussenii_ATCC_BAA-344	Bacteria;Terrabacteria group;Firmicutes	PRJNA42741	GCA_000237995.2	1.97879	36.999
Caldisericum_exile_AZM16c01	Bacteria;Caldiserica/Cryosericota group;Caldiserica	PRJNA41615	GCA_000284335.1	1.5581	35.4
